id,name,type
dataset_236,Clinical Trials,Dataset
field_236,start_date,Field
dcfield_236,date,DublinCore
value_236,2024-10-28,Value
dataset_237,Clinical Trials,Dataset
field_237,start_date,Field
dcfield_237,date,DublinCore
value_237,2019-05-18,Value
dataset_238,Clinical Trials,Dataset
field_238,start_date,Field
dcfield_238,date,DublinCore
value_238,2021-11-04,Value
dataset_239,Clinical Trials,Dataset
field_239,start_date,Field
dcfield_239,date,DublinCore
value_239,2014-04-23,Value
dataset_240,Clinical Trials,Dataset
field_240,start_date,Field
dcfield_240,date,DublinCore
value_240,2013-07-16,Value
dataset_241,Clinical Trials,Dataset
field_241,start_date,Field
dcfield_241,date,DublinCore
value_241,2017-10-10,Value
dataset_242,Clinical Trials,Dataset
field_242,start_date,Field
dcfield_242,date,DublinCore
value_242,2013-08-16,Value
dataset_243,Clinical Trials,Dataset
field_243,start_date,Field
dcfield_243,date,DublinCore
value_243,2014-01-20,Value
dataset_244,Clinical Trials,Dataset
field_244,start_date,Field
dcfield_244,date,DublinCore
value_244,2021-06-10,Value
dataset_245,Clinical Trials,Dataset
field_245,start_date,Field
dcfield_245,date,DublinCore
value_245,2011-12-21,Value
dataset_246,Clinical Trials,Dataset
field_246,start_date,Field
dcfield_246,date,DublinCore
value_246,2012-07-20,Value
dataset_247,Clinical Trials,Dataset
field_247,start_date,Field
dcfield_247,date,DublinCore
value_247,2016-03-27,Value
dataset_248,Clinical Trials,Dataset
field_248,start_date,Field
dcfield_248,date,DublinCore
value_248,2023-05-11,Value
dataset_249,Clinical Trials,Dataset
field_249,start_date,Field
dcfield_249,date,DublinCore
value_249,2021-08-05,Value
dataset_250,Clinical Trials,Dataset
field_250,start_date,Field
dcfield_250,date,DublinCore
value_250,2022-11-12,Value
dataset_251,Clinical Trials,Dataset
field_251,start_date,Field
dcfield_251,date,DublinCore
value_251,2024-02-24,Value
dataset_252,Clinical Trials,Dataset
field_252,start_date,Field
dcfield_252,date,DublinCore
value_252,2013-12-28,Value
dataset_253,Clinical Trials,Dataset
field_253,start_date,Field
dcfield_253,date,DublinCore
value_253,2010-03-26,Value
dataset_254,Clinical Trials,Dataset
field_254,start_date,Field
dcfield_254,date,DublinCore
value_254,2012-01-19,Value
dataset_255,Clinical Trials,Dataset
field_255,start_date,Field
dcfield_255,date,DublinCore
value_255,2018-02-08,Value
dataset_256,Clinical Trials,Dataset
field_256,start_date,Field
dcfield_256,date,DublinCore
value_256,2019-04-26,Value
dataset_257,Clinical Trials,Dataset
field_257,start_date,Field
dcfield_257,date,DublinCore
value_257,2022-06-19,Value
dataset_258,Clinical Trials,Dataset
field_258,start_date,Field
dcfield_258,date,DublinCore
value_258,2015-03-04,Value
dataset_259,Clinical Trials,Dataset
field_259,start_date,Field
dcfield_259,date,DublinCore
value_259,2021-11-03,Value
dataset_260,Clinical Trials,Dataset
field_260,start_date,Field
dcfield_260,date,DublinCore
value_260,2024-10-30,Value
dataset_261,Clinical Trials,Dataset
field_261,start_date,Field
dcfield_261,date,DublinCore
value_261,2016-08-28,Value
dataset_262,Clinical Trials,Dataset
field_262,start_date,Field
dcfield_262,date,DublinCore
value_262,2014-10-24,Value
dataset_263,Clinical Trials,Dataset
field_263,start_date,Field
dcfield_263,date,DublinCore
value_263,2011-04-02,Value
dataset_264,Clinical Trials,Dataset
field_264,start_date,Field
dcfield_264,date,DublinCore
value_264,2010-03-30,Value
dataset_265,Clinical Trials,Dataset
field_265,start_date,Field
dcfield_265,date,DublinCore
value_265,2013-12-13,Value
dataset_266,Clinical Trials,Dataset
field_266,start_date,Field
dcfield_266,date,DublinCore
value_266,2013-11-03,Value
dataset_267,Clinical Trials,Dataset
field_267,start_date,Field
dcfield_267,date,DublinCore
value_267,2010-09-13,Value
dataset_268,Clinical Trials,Dataset
field_268,start_date,Field
dcfield_268,date,DublinCore
value_268,2012-08-10,Value
dataset_269,Clinical Trials,Dataset
field_269,start_date,Field
dcfield_269,date,DublinCore
value_269,2012-11-15,Value
dataset_270,Clinical Trials,Dataset
field_270,start_date,Field
dcfield_270,date,DublinCore
value_270,2011-07-17,Value
dataset_271,Clinical Trials,Dataset
field_271,start_date,Field
dcfield_271,date,DublinCore
value_271,2015-09-23,Value
dataset_272,Clinical Trials,Dataset
field_272,start_date,Field
dcfield_272,date,DublinCore
value_272,2016-07-15,Value
dataset_273,Clinical Trials,Dataset
field_273,start_date,Field
dcfield_273,date,DublinCore
value_273,2017-01-18,Value
dataset_274,Clinical Trials,Dataset
field_274,start_date,Field
dcfield_274,date,DublinCore
value_274,2012-04-21,Value
dataset_275,Clinical Trials,Dataset
field_275,start_date,Field
dcfield_275,date,DublinCore
value_275,2017-06-23,Value
dataset_276,Clinical Trials,Dataset
field_276,start_date,Field
dcfield_276,date,DublinCore
value_276,2023-03-28,Value
dataset_277,Clinical Trials,Dataset
field_277,start_date,Field
dcfield_277,date,DublinCore
value_277,2018-11-07,Value
dataset_278,Clinical Trials,Dataset
field_278,start_date,Field
dcfield_278,date,DublinCore
value_278,2018-09-02,Value
dataset_279,Clinical Trials,Dataset
field_279,start_date,Field
dcfield_279,date,DublinCore
value_279,2018-04-13,Value
dataset_280,Clinical Trials,Dataset
field_280,start_date,Field
dcfield_280,date,DublinCore
value_280,2019-11-12,Value
dataset_281,Clinical Trials,Dataset
field_281,start_date,Field
dcfield_281,date,DublinCore
value_281,2021-07-27,Value
dataset_282,Clinical Trials,Dataset
field_282,end_date,Field
dcfield_282,date,DublinCore
value_282,2027-07-13,Value
dataset_283,Clinical Trials,Dataset
field_283,end_date,Field
dcfield_283,date,DublinCore
value_283,2030-03-30,Value
dataset_284,Clinical Trials,Dataset
field_284,end_date,Field
dcfield_284,date,DublinCore
value_284,2025-08-12,Value
dataset_285,Clinical Trials,Dataset
field_285,end_date,Field
dcfield_285,date,DublinCore
value_285,2030-09-19,Value
dataset_286,Clinical Trials,Dataset
field_286,end_date,Field
dcfield_286,date,DublinCore
value_286,2029-04-14,Value
dataset_287,Clinical Trials,Dataset
field_287,end_date,Field
dcfield_287,date,DublinCore
value_287,2030-07-07,Value
dataset_288,Clinical Trials,Dataset
field_288,end_date,Field
dcfield_288,date,DublinCore
value_288,2027-07-22,Value
dataset_289,Clinical Trials,Dataset
field_289,end_date,Field
dcfield_289,date,DublinCore
value_289,2030-01-08,Value
dataset_290,Clinical Trials,Dataset
field_290,end_date,Field
dcfield_290,date,DublinCore
value_290,2026-02-25,Value
dataset_291,Clinical Trials,Dataset
field_291,end_date,Field
dcfield_291,date,DublinCore
value_291,2025-01-29,Value
dataset_292,Clinical Trials,Dataset
field_292,end_date,Field
dcfield_292,date,DublinCore
value_292,2025-11-29,Value
dataset_293,Clinical Trials,Dataset
field_293,end_date,Field
dcfield_293,date,DublinCore
value_293,2027-03-06,Value
dataset_294,Clinical Trials,Dataset
field_294,end_date,Field
dcfield_294,date,DublinCore
value_294,2025-05-26,Value
dataset_295,Clinical Trials,Dataset
field_295,end_date,Field
dcfield_295,date,DublinCore
value_295,2030-06-18,Value
dataset_296,Clinical Trials,Dataset
field_296,end_date,Field
dcfield_296,date,DublinCore
value_296,2026-07-29,Value
dataset_297,Clinical Trials,Dataset
field_297,end_date,Field
dcfield_297,date,DublinCore
value_297,2030-09-27,Value
dataset_298,Clinical Trials,Dataset
field_298,end_date,Field
dcfield_298,date,DublinCore
value_298,2027-05-06,Value
dataset_299,Clinical Trials,Dataset
field_299,end_date,Field
dcfield_299,date,DublinCore
value_299,2029-10-06,Value
dataset_300,Clinical Trials,Dataset
field_300,end_date,Field
dcfield_300,date,DublinCore
value_300,2028-06-24,Value
dataset_301,Clinical Trials,Dataset
field_301,end_date,Field
dcfield_301,date,DublinCore
value_301,2027-04-11,Value
dataset_302,Clinical Trials,Dataset
field_302,end_date,Field
dcfield_302,date,DublinCore
value_302,2027-12-02,Value
dataset_303,Clinical Trials,Dataset
field_303,end_date,Field
dcfield_303,date,DublinCore
value_303,2028-06-11,Value
dataset_304,Clinical Trials,Dataset
field_304,end_date,Field
dcfield_304,date,DublinCore
value_304,2029-12-18,Value
dataset_305,Clinical Trials,Dataset
field_305,end_date,Field
dcfield_305,date,DublinCore
value_305,2028-06-05,Value
dataset_306,Clinical Trials,Dataset
field_306,end_date,Field
dcfield_306,date,DublinCore
value_306,2029-01-25,Value
dataset_307,Clinical Trials,Dataset
field_307,end_date,Field
dcfield_307,date,DublinCore
value_307,2026-06-14,Value
dataset_308,Clinical Trials,Dataset
field_308,end_date,Field
dcfield_308,date,DublinCore
value_308,2028-02-26,Value
dataset_309,Clinical Trials,Dataset
field_309,end_date,Field
dcfield_309,date,DublinCore
value_309,2028-02-10,Value
dataset_310,Clinical Trials,Dataset
field_310,end_date,Field
dcfield_310,date,DublinCore
value_310,2028-05-10,Value
dataset_311,Clinical Trials,Dataset
field_311,end_date,Field
dcfield_311,date,DublinCore
value_311,2027-05-19,Value
dataset_312,Clinical Trials,Dataset
field_312,end_date,Field
dcfield_312,date,DublinCore
value_312,2028-11-12,Value
dataset_313,Clinical Trials,Dataset
field_313,end_date,Field
dcfield_313,date,DublinCore
value_313,2025-04-29,Value
dataset_314,Clinical Trials,Dataset
field_314,end_date,Field
dcfield_314,date,DublinCore
value_314,2029-01-06,Value
dataset_315,Clinical Trials,Dataset
field_315,end_date,Field
dcfield_315,date,DublinCore
value_315,2029-04-26,Value
dataset_316,Clinical Trials,Dataset
field_316,end_date,Field
dcfield_316,date,DublinCore
value_316,2029-08-29,Value
dataset_317,Clinical Trials,Dataset
field_317,end_date,Field
dcfield_317,date,DublinCore
value_317,2026-12-05,Value
dataset_318,Clinical Trials,Dataset
field_318,end_date,Field
dcfield_318,date,DublinCore
value_318,2025-03-19,Value
dataset_319,Clinical Trials,Dataset
field_319,end_date,Field
dcfield_319,date,DublinCore
value_319,2027-08-26,Value
dataset_320,Clinical Trials,Dataset
field_320,end_date,Field
dcfield_320,date,DublinCore
value_320,2026-11-08,Value
dataset_321,Clinical Trials,Dataset
field_321,end_date,Field
dcfield_321,date,DublinCore
value_321,2027-07-28,Value
dataset_322,Clinical Trials,Dataset
field_322,end_date,Field
dcfield_322,date,DublinCore
value_322,2030-06-07,Value
dataset_323,Clinical Trials,Dataset
field_323,end_date,Field
dcfield_323,date,DublinCore
value_323,2026-09-17,Value
dataset_324,Clinical Trials,Dataset
field_324,end_date,Field
dcfield_324,date,DublinCore
value_324,2030-04-28,Value
dataset_325,Clinical Trials,Dataset
field_325,end_date,Field
dcfield_325,date,DublinCore
value_325,2026-09-05,Value
dataset_326,Clinical Trials,Dataset
field_326,end_date,Field
dcfield_326,date,DublinCore
value_326,2030-09-10,Value
dataset_327,Clinical Trials,Dataset
field_327,end_date,Field
dcfield_327,date,DublinCore
value_327,2029-04-06,Value
dataset_328,Clinical Trials,Dataset
field_328,end_date,Field
dcfield_328,date,DublinCore
value_328,2025-08-06,Value
dataset_329,Clinical Trials,Dataset
field_329,end_date,Field
dcfield_329,date,DublinCore
value_329,2025-08-07,Value
dataset_330,Clinical Trials,Dataset
field_330,end_date,Field
dcfield_330,date,DublinCore
value_330,2029-12-20,Value
dataset_331,Clinical Trials,Dataset
field_331,end_date,Field
dcfield_331,date,DublinCore
value_331,2025-12-08,Value
dataset_332,Clinical Trials,Dataset
field_332,location,Field
dcfield_332,coverage,DublinCore
value_332,UK,Value
dataset_333,Clinical Trials,Dataset
field_333,location,Field
dcfield_333,coverage,DublinCore
value_333,Japan,Value
dataset_334,Clinical Trials,Dataset
field_334,location,Field
dcfield_334,coverage,DublinCore
value_334,USA,Value
dataset_335,Clinical Trials,Dataset
field_335,location,Field
dcfield_335,coverage,DublinCore
value_335,Germany,Value
dataset_336,Clinical Trials,Dataset
field_336,location,Field
dcfield_336,coverage,DublinCore
value_336,Brazil,Value
dataset_337,Clinical Trials,Dataset
field_337,location,Field
dcfield_337,coverage,DublinCore
value_337,Canada,Value
dataset_338,Clinical Trials,Dataset
field_338,location,Field
dcfield_338,coverage,DublinCore
value_338,India,Value
dataset_339,Clinical Trials,Dataset
field_339,sponsor,Field
dcfield_339,contributor,DublinCore
value_339,Novartis,Value
dataset_340,Clinical Trials,Dataset
field_340,sponsor,Field
dcfield_340,contributor,DublinCore
value_340,AstraZeneca,Value
dataset_341,Clinical Trials,Dataset
field_341,sponsor,Field
dcfield_341,contributor,DublinCore
value_341,Roche,Value
dataset_342,Clinical Trials,Dataset
field_342,sponsor,Field
dcfield_342,contributor,DublinCore
value_342,Pfizer,Value
dataset_343,Clinical Trials,Dataset
field_343,sponsor,Field
dcfield_343,contributor,DublinCore
value_343,NIH,Value
dataset_344,Clinical Trials,Dataset
field_344,sponsor,Field
dcfield_344,contributor,DublinCore
value_344,WHO,Value
dataset_345,Drug Safety,Dataset
field_345,report_id,Field
dcfield_345,identifier,DublinCore
value_345,RPT000001,Value
dataset_346,Drug Safety,Dataset
field_346,report_id,Field
dcfield_346,identifier,DublinCore
value_346,RPT000002,Value
dataset_347,Drug Safety,Dataset
field_347,report_id,Field
dcfield_347,identifier,DublinCore
value_347,RPT000003,Value
dataset_348,Drug Safety,Dataset
field_348,report_id,Field
dcfield_348,identifier,DublinCore
value_348,RPT000004,Value
dataset_349,Drug Safety,Dataset
field_349,report_id,Field
dcfield_349,identifier,DublinCore
value_349,RPT000005,Value
dataset_350,Drug Safety,Dataset
field_350,report_id,Field
dcfield_350,identifier,DublinCore
value_350,RPT000006,Value
dataset_351,Drug Safety,Dataset
field_351,report_id,Field
dcfield_351,identifier,DublinCore
value_351,RPT000007,Value
dataset_352,Drug Safety,Dataset
field_352,report_id,Field
dcfield_352,identifier,DublinCore
value_352,RPT000008,Value
dataset_353,Drug Safety,Dataset
field_353,report_id,Field
dcfield_353,identifier,DublinCore
value_353,RPT000009,Value
dataset_354,Drug Safety,Dataset
field_354,report_id,Field
dcfield_354,identifier,DublinCore
value_354,RPT000010,Value
dataset_355,Drug Safety,Dataset
field_355,report_id,Field
dcfield_355,identifier,DublinCore
value_355,RPT000011,Value
dataset_356,Drug Safety,Dataset
field_356,report_id,Field
dcfield_356,identifier,DublinCore
value_356,RPT000012,Value
dataset_357,Drug Safety,Dataset
field_357,report_id,Field
dcfield_357,identifier,DublinCore
value_357,RPT000013,Value
dataset_358,Drug Safety,Dataset
field_358,report_id,Field
dcfield_358,identifier,DublinCore
value_358,RPT000014,Value
dataset_359,Drug Safety,Dataset
field_359,report_id,Field
dcfield_359,identifier,DublinCore
value_359,RPT000015,Value
dataset_360,Drug Safety,Dataset
field_360,report_id,Field
dcfield_360,identifier,DublinCore
value_360,RPT000016,Value
dataset_361,Drug Safety,Dataset
field_361,report_id,Field
dcfield_361,identifier,DublinCore
value_361,RPT000017,Value
dataset_362,Drug Safety,Dataset
field_362,report_id,Field
dcfield_362,identifier,DublinCore
value_362,RPT000018,Value
dataset_363,Drug Safety,Dataset
field_363,report_id,Field
dcfield_363,identifier,DublinCore
value_363,RPT000019,Value
dataset_364,Drug Safety,Dataset
field_364,report_id,Field
dcfield_364,identifier,DublinCore
value_364,RPT000020,Value
dataset_365,Drug Safety,Dataset
field_365,report_id,Field
dcfield_365,identifier,DublinCore
value_365,RPT000021,Value
dataset_366,Drug Safety,Dataset
field_366,report_id,Field
dcfield_366,identifier,DublinCore
value_366,RPT000022,Value
dataset_367,Drug Safety,Dataset
field_367,report_id,Field
dcfield_367,identifier,DublinCore
value_367,RPT000023,Value
dataset_368,Drug Safety,Dataset
field_368,report_id,Field
dcfield_368,identifier,DublinCore
value_368,RPT000024,Value
dataset_369,Drug Safety,Dataset
field_369,report_id,Field
dcfield_369,identifier,DublinCore
value_369,RPT000025,Value
dataset_370,Drug Safety,Dataset
field_370,report_id,Field
dcfield_370,identifier,DublinCore
value_370,RPT000026,Value
dataset_371,Drug Safety,Dataset
field_371,report_id,Field
dcfield_371,identifier,DublinCore
value_371,RPT000027,Value
dataset_372,Drug Safety,Dataset
field_372,report_id,Field
dcfield_372,identifier,DublinCore
value_372,RPT000028,Value
dataset_373,Drug Safety,Dataset
field_373,report_id,Field
dcfield_373,identifier,DublinCore
value_373,RPT000029,Value
dataset_374,Drug Safety,Dataset
field_374,report_id,Field
dcfield_374,identifier,DublinCore
value_374,RPT000030,Value
dataset_375,Drug Safety,Dataset
field_375,report_id,Field
dcfield_375,identifier,DublinCore
value_375,RPT000031,Value
dataset_376,Drug Safety,Dataset
field_376,report_id,Field
dcfield_376,identifier,DublinCore
value_376,RPT000032,Value
dataset_377,Drug Safety,Dataset
field_377,report_id,Field
dcfield_377,identifier,DublinCore
value_377,RPT000033,Value
dataset_378,Drug Safety,Dataset
field_378,report_id,Field
dcfield_378,identifier,DublinCore
value_378,RPT000034,Value
dataset_379,Drug Safety,Dataset
field_379,report_id,Field
dcfield_379,identifier,DublinCore
value_379,RPT000035,Value
dataset_380,Drug Safety,Dataset
field_380,report_id,Field
dcfield_380,identifier,DublinCore
value_380,RPT000036,Value
dataset_381,Drug Safety,Dataset
field_381,report_id,Field
dcfield_381,identifier,DublinCore
value_381,RPT000037,Value
dataset_382,Drug Safety,Dataset
field_382,report_id,Field
dcfield_382,identifier,DublinCore
value_382,RPT000038,Value
dataset_383,Drug Safety,Dataset
field_383,report_id,Field
dcfield_383,identifier,DublinCore
value_383,RPT000039,Value
dataset_384,Drug Safety,Dataset
field_384,report_id,Field
dcfield_384,identifier,DublinCore
value_384,RPT000040,Value
dataset_385,Drug Safety,Dataset
field_385,report_id,Field
dcfield_385,identifier,DublinCore
value_385,RPT000041,Value
dataset_386,Drug Safety,Dataset
field_386,report_id,Field
dcfield_386,identifier,DublinCore
value_386,RPT000042,Value
dataset_387,Drug Safety,Dataset
field_387,report_id,Field
dcfield_387,identifier,DublinCore
value_387,RPT000043,Value
dataset_388,Drug Safety,Dataset
field_388,report_id,Field
dcfield_388,identifier,DublinCore
value_388,RPT000044,Value
dataset_389,Drug Safety,Dataset
field_389,report_id,Field
dcfield_389,identifier,DublinCore
value_389,RPT000045,Value
dataset_390,Drug Safety,Dataset
field_390,report_id,Field
dcfield_390,identifier,DublinCore
value_390,RPT000046,Value
dataset_391,Drug Safety,Dataset
field_391,report_id,Field
dcfield_391,identifier,DublinCore
value_391,RPT000047,Value
dataset_392,Drug Safety,Dataset
field_392,report_id,Field
dcfield_392,identifier,DublinCore
value_392,RPT000048,Value
dataset_393,Drug Safety,Dataset
field_393,report_id,Field
dcfield_393,identifier,DublinCore
value_393,RPT000049,Value
dataset_394,Drug Safety,Dataset
field_394,report_id,Field
dcfield_394,identifier,DublinCore
value_394,RPT000050,Value
dataset_395,Drug Safety,Dataset
field_395,drug_name,Field
dcfield_395,title,DublinCore
value_395,Paracetamol,Value
dataset_396,Drug Safety,Dataset
field_396,drug_name,Field
dcfield_396,title,DublinCore
value_396,Atorvastatin,Value
concept_396,83367.0,Concept
dataset_397,Drug Safety,Dataset
field_397,drug_name,Field
dcfield_397,title,DublinCore
value_397,Remdesivir,Value
dataset_398,Drug Safety,Dataset
field_398,drug_name,Field
dcfield_398,title,DublinCore
value_398,Metformin,Value
concept_398,860975.0,Concept
dataset_399,Drug Safety,Dataset
field_399,drug_name,Field
dcfield_399,title,DublinCore
value_399,Amlodipine,Value
dataset_400,Drug Safety,Dataset
field_400,drug_name,Field
dcfield_400,title,DublinCore
value_400,Insulin,Value
concept_400,28518.0,Concept
dataset_401,Drug Safety,Dataset
field_401,drug_name,Field
dcfield_401,title,DublinCore
value_401,Aspirin,Value
dataset_402,Drug Safety,Dataset
field_402,adverse_event,Field
dcfield_402,subject,DublinCore
value_402,Death,Value
dataset_403,Drug Safety,Dataset
field_403,adverse_event,Field
dcfield_403,subject,DublinCore
value_403,Liver Damage,Value
dataset_404,Drug Safety,Dataset
field_404,adverse_event,Field
dcfield_404,subject,DublinCore
value_404,Fatigue,Value
dataset_405,Drug Safety,Dataset
field_405,adverse_event,Field
dcfield_405,subject,DublinCore
value_405,Headache,Value
dataset_406,Drug Safety,Dataset
field_406,adverse_event,Field
dcfield_406,subject,DublinCore
value_406,Kidney Failure,Value
dataset_407,Drug Safety,Dataset
field_407,adverse_event,Field
dcfield_407,subject,DublinCore
value_407,Nausea,Value
dataset_408,Drug Safety,Dataset
field_408,adverse_event,Field
dcfield_408,subject,DublinCore
value_408,Seizure,Value
dataset_409,Drug Safety,Dataset
field_409,adverse_event,Field
dcfield_409,subject,DublinCore
value_409,Rash,Value
dataset_410,Drug Safety,Dataset
field_410,serious,Field
dcfield_410,type,DublinCore
value_410,Yes,Value
dataset_411,Drug Safety,Dataset
field_411,serious,Field
dcfield_411,type,DublinCore
value_411,No,Value
dataset_412,Drug Safety,Dataset
field_412,outcome,Field
dcfield_412,coverage,DublinCore
value_412,Ongoing,Value
dataset_413,Drug Safety,Dataset
field_413,outcome,Field
dcfield_413,coverage,DublinCore
value_413,Not Recovered,Value
dataset_414,Drug Safety,Dataset
field_414,outcome,Field
dcfield_414,coverage,DublinCore
value_414,Fatal,Value
dataset_415,Drug Safety,Dataset
field_415,outcome,Field
dcfield_415,coverage,DublinCore
value_415,Recovered,Value
dataset_416,Drug Safety,Dataset
field_416,outcome,Field
dcfield_416,coverage,DublinCore
value_416,Unknown,Value
dataset_417,Drug Safety,Dataset
field_417,report_date,Field
dcfield_417,date,DublinCore
value_417,2020-04-28,Value
dataset_418,Drug Safety,Dataset
field_418,report_date,Field
dcfield_418,date,DublinCore
value_418,2023-11-08,Value
dataset_419,Drug Safety,Dataset
field_419,report_date,Field
dcfield_419,date,DublinCore
value_419,2019-01-10,Value
dataset_420,Drug Safety,Dataset
field_420,report_date,Field
dcfield_420,date,DublinCore
value_420,2017-02-14,Value
dataset_421,Drug Safety,Dataset
field_421,report_date,Field
dcfield_421,date,DublinCore
value_421,2010-05-24,Value
dataset_422,Drug Safety,Dataset
field_422,report_date,Field
dcfield_422,date,DublinCore
value_422,2024-11-03,Value
dataset_423,Drug Safety,Dataset
field_423,report_date,Field
dcfield_423,date,DublinCore
value_423,2014-02-12,Value
dataset_424,Drug Safety,Dataset
field_424,report_date,Field
dcfield_424,date,DublinCore
value_424,2012-05-18,Value
dataset_425,Drug Safety,Dataset
field_425,report_date,Field
dcfield_425,date,DublinCore
value_425,2015-10-13,Value
dataset_426,Drug Safety,Dataset
field_426,report_date,Field
dcfield_426,date,DublinCore
value_426,2011-06-20,Value
dataset_427,Drug Safety,Dataset
field_427,report_date,Field
dcfield_427,date,DublinCore
value_427,2016-05-12,Value
dataset_428,Drug Safety,Dataset
field_428,report_date,Field
dcfield_428,date,DublinCore
value_428,2012-12-24,Value
dataset_429,Drug Safety,Dataset
field_429,report_date,Field
dcfield_429,date,DublinCore
value_429,2022-12-06,Value
dataset_430,Drug Safety,Dataset
field_430,report_date,Field
dcfield_430,date,DublinCore
value_430,2010-05-09,Value
dataset_431,Drug Safety,Dataset
field_431,report_date,Field
dcfield_431,date,DublinCore
value_431,2018-04-21,Value
dataset_432,Drug Safety,Dataset
field_432,report_date,Field
dcfield_432,date,DublinCore
value_432,2015-09-07,Value
dataset_433,Drug Safety,Dataset
field_433,report_date,Field
dcfield_433,date,DublinCore
value_433,2023-04-26,Value
dataset_434,Drug Safety,Dataset
field_434,report_date,Field
dcfield_434,date,DublinCore
value_434,2020-06-01,Value
dataset_435,Drug Safety,Dataset
field_435,report_date,Field
dcfield_435,date,DublinCore
value_435,2021-05-09,Value
dataset_436,Drug Safety,Dataset
field_436,report_date,Field
dcfield_436,date,DublinCore
value_436,2014-03-09,Value
dataset_437,Drug Safety,Dataset
field_437,report_date,Field
dcfield_437,date,DublinCore
value_437,2022-11-17,Value
dataset_438,Drug Safety,Dataset
field_438,report_date,Field
dcfield_438,date,DublinCore
value_438,2017-08-18,Value
dataset_439,Drug Safety,Dataset
field_439,report_date,Field
dcfield_439,date,DublinCore
value_439,2021-03-30,Value
dataset_440,Drug Safety,Dataset
field_440,report_date,Field
dcfield_440,date,DublinCore
value_440,2013-12-09,Value
dataset_441,Drug Safety,Dataset
field_441,report_date,Field
dcfield_441,date,DublinCore
value_441,2017-07-04,Value
dataset_442,Drug Safety,Dataset
field_442,report_date,Field
dcfield_442,date,DublinCore
value_442,2018-08-16,Value
dataset_443,Drug Safety,Dataset
field_443,report_date,Field
dcfield_443,date,DublinCore
value_443,2018-12-23,Value
dataset_444,Drug Safety,Dataset
field_444,report_date,Field
dcfield_444,date,DublinCore
value_444,2019-11-22,Value
dataset_445,Drug Safety,Dataset
field_445,report_date,Field
dcfield_445,date,DublinCore
value_445,2024-02-06,Value
dataset_446,Drug Safety,Dataset
field_446,report_date,Field
dcfield_446,date,DublinCore
value_446,2024-01-06,Value
dataset_447,Drug Safety,Dataset
field_447,report_date,Field
dcfield_447,date,DublinCore
value_447,2015-10-22,Value
dataset_448,Drug Safety,Dataset
field_448,report_date,Field
dcfield_448,date,DublinCore
value_448,2024-12-26,Value
dataset_449,Drug Safety,Dataset
field_449,report_date,Field
dcfield_449,date,DublinCore
value_449,2021-11-08,Value
dataset_450,Drug Safety,Dataset
field_450,report_date,Field
dcfield_450,date,DublinCore
value_450,2022-11-07,Value
dataset_451,Drug Safety,Dataset
field_451,report_date,Field
dcfield_451,date,DublinCore
value_451,2015-03-01,Value
dataset_452,Drug Safety,Dataset
field_452,report_date,Field
dcfield_452,date,DublinCore
value_452,2019-09-23,Value
dataset_453,Drug Safety,Dataset
field_453,report_date,Field
dcfield_453,date,DublinCore
value_453,2023-11-04,Value
dataset_454,Drug Safety,Dataset
field_454,report_date,Field
dcfield_454,date,DublinCore
value_454,2019-11-20,Value
dataset_455,Drug Safety,Dataset
field_455,report_date,Field
dcfield_455,date,DublinCore
value_455,2023-10-28,Value
dataset_456,Drug Safety,Dataset
field_456,report_date,Field
dcfield_456,date,DublinCore
value_456,2014-01-08,Value
dataset_457,Drug Safety,Dataset
field_457,report_date,Field
dcfield_457,date,DublinCore
value_457,2024-03-01,Value
dataset_458,Drug Safety,Dataset
field_458,report_date,Field
dcfield_458,date,DublinCore
value_458,2013-07-03,Value
dataset_459,Drug Safety,Dataset
field_459,report_date,Field
dcfield_459,date,DublinCore
value_459,2024-01-17,Value
dataset_460,Drug Safety,Dataset
field_460,report_date,Field
dcfield_460,date,DublinCore
value_460,2019-09-18,Value
dataset_461,Drug Safety,Dataset
field_461,report_date,Field
dcfield_461,date,DublinCore
value_461,2020-07-09,Value
dataset_462,Drug Safety,Dataset
field_462,report_date,Field
dcfield_462,date,DublinCore
value_462,2013-04-17,Value
dataset_463,Drug Safety,Dataset
field_463,report_date,Field
dcfield_463,date,DublinCore
value_463,2011-08-05,Value
dataset_464,Drug Safety,Dataset
field_464,report_date,Field
dcfield_464,date,DublinCore
value_464,2012-10-18,Value
dataset_465,Drug Safety,Dataset
field_465,report_date,Field
dcfield_465,date,DublinCore
value_465,2018-07-26,Value
dataset_466,Drug Safety,Dataset
field_466,report_date,Field
dcfield_466,date,DublinCore
value_466,2012-01-06,Value
dataset_467,Drug Safety,Dataset
field_467,country,Field
dcfield_467,coverage,DublinCore
value_467,USA,Value
dataset_468,Drug Safety,Dataset
field_468,country,Field
dcfield_468,coverage,DublinCore
value_468,UK,Value
dataset_469,Drug Safety,Dataset
field_469,country,Field
dcfield_469,coverage,DublinCore
value_469,France,Value
dataset_470,Drug Safety,Dataset
field_470,country,Field
dcfield_470,coverage,DublinCore
value_470,Germany,Value
dataset_471,Drug Safety,Dataset
field_471,country,Field
dcfield_471,coverage,DublinCore
value_471,India,Value
dataset_472,Drug Safety,Dataset
field_472,country,Field
dcfield_472,coverage,DublinCore
value_472,Canada,Value
dataset_473,Drug Safety,Dataset
field_473,country,Field
dcfield_473,coverage,DublinCore
value_473,Brazil,Value
dataset_474,Drug Safety,Dataset
