id,label,name,ontology,code,uri,synonyms
dataset_184,Dataset,Clinical Trials,,,,
field_184,Field,title,,,,
dcfield_184,DublinCore,title,,,,
value_184,Value,Study on Asthma with Drug B,,,,
dataset_185,Dataset,Clinical Trials,,,,
field_185,Field,title,,,,
dcfield_185,DublinCore,title,,,,
value_185,Value,Study on Alzheimer's with Vaccine X,,,,
dataset_186,Dataset,Clinical Trials,,,,
field_186,Field,title,,,,
dcfield_186,DublinCore,title,,,,
value_186,Value,Study on Asthma with Drug A,,,,
dataset_187,Dataset,Clinical Trials,,,,
field_187,Field,title,,,,
dcfield_187,DublinCore,title,,,,
value_187,Value,Study on Diabetes with Placebo,,,,
dataset_188,Dataset,Clinical Trials,,,,
field_188,Field,title,,,,
dcfield_188,DublinCore,title,,,,
value_188,Value,Study on COVID-19 with Vaccine X,,,,
dataset_189,Dataset,Clinical Trials,,,,
field_189,Field,title,,,,
dcfield_189,DublinCore,title,,,,
value_189,Value,Study on Breast Cancer with Radiation Therapy,,,,
dataset_190,Dataset,Clinical Trials,,,,
field_190,Field,title,,,,
dcfield_190,DublinCore,title,,,,
value_190,Value,Study on HIV with Vaccine X,,,,
dataset_191,Dataset,Clinical Trials,,,,
field_191,Field,title,,,,
dcfield_191,DublinCore,title,,,,
value_191,Value,Study on Breast Cancer with Drug B,,,,
dataset_192,Dataset,Clinical Trials,,,,
field_192,Field,title,,,,
dcfield_192,DublinCore,title,,,,
value_192,Value,Study on Asthma with Vaccine X,,,,
dataset_193,Dataset,Clinical Trials,,,,
field_193,Field,title,,,,
dcfield_193,DublinCore,title,,,,
value_193,Value,Study on HIV with Drug A,,,,
dataset_194,Dataset,Clinical Trials,,,,
field_194,Field,title,,,,
dcfield_194,DublinCore,title,,,,
value_194,Value,Study on COVID-19 with Drug B,,,,
dataset_195,Dataset,Clinical Trials,,,,
field_195,Field,title,,,,
dcfield_195,DublinCore,title,,,,
value_195,Value,Study on HIV with Placebo,,,,
dataset_196,Dataset,Clinical Trials,,,,
field_196,Field,title,,,,
dcfield_196,DublinCore,title,,,,
value_196,Value,Study on Hypertension with Drug B,,,,
dataset_197,Dataset,Clinical Trials,,,,
field_197,Field,title,,,,
dcfield_197,DublinCore,title,,,,
value_197,Value,Study on Alzheimer's with Radiation Therapy,,,,
dataset_198,Dataset,Clinical Trials,,,,
field_198,Field,title,,,,
dcfield_198,DublinCore,title,,,,
value_198,Value,Study on Diabetes with Vaccine X,,,,
dataset_199,Dataset,Clinical Trials,,,,
field_199,Field,title,,,,
dcfield_199,DublinCore,title,,,,
value_199,Value,Study on HIV with Insulin,,,,
dataset_200,Dataset,Clinical Trials,,,,
field_200,Field,title,,,,
dcfield_200,DublinCore,title,,,,
value_200,Value,Study on Alzheimer's with Drug B,,,,
dataset_201,Dataset,Clinical Trials,,,,
field_201,Field,title,,,,
dcfield_201,DublinCore,title,,,,
value_201,Value,Study on HIV with Drug B,,,,
dataset_202,Dataset,Clinical Trials,,,,
field_202,Field,title,,,,
dcfield_202,DublinCore,title,,,,
value_202,Value,Study on Hypertension with Drug A,,,,
dataset_203,Dataset,Clinical Trials,,,,
field_203,Field,title,,,,
dcfield_203,DublinCore,title,,,,
value_203,Value,Study on Diabetes with Drug A,,,,
dataset_204,Dataset,Clinical Trials,,,,
field_204,Field,title,,,,
dcfield_204,DublinCore,title,,,,
value_204,Value,Study on Asthma with Placebo,,,,
dataset_205,Dataset,Clinical Trials,,,,
field_205,Field,title,,,,
dcfield_205,DublinCore,title,,,,
value_205,Value,Study on Diabetes with Radiation Therapy,,,,
dataset_206,Dataset,Clinical Trials,,,,
field_206,Field,title,,,,
dcfield_206,DublinCore,title,,,,
value_206,Value,Study on COVID-19 with Drug A,,,,
dataset_207,Dataset,Clinical Trials,,,,
field_207,Field,title,,,,
dcfield_207,DublinCore,title,,,,
value_207,Value,Study on Diabetes with Insulin,,,,
dataset_208,Dataset,Clinical Trials,,,,
field_208,Field,title,,,,
dcfield_208,DublinCore,title,,,,
value_208,Value,Study on Hypertension with Radiation Therapy,,,,
dataset_209,Dataset,Clinical Trials,,,,
field_209,Field,title,,,,
dcfield_209,DublinCore,title,,,,
value_209,Value,Study on COVID-19 with Placebo,,,,
dataset_210,Dataset,Clinical Trials,,,,
field_210,Field,title,,,,
dcfield_210,DublinCore,title,,,,
value_210,Value,Study on Asthma with Insulin,,,,
dataset_211,Dataset,Clinical Trials,,,,
field_211,Field,condition,,,,
dcfield_211,DublinCore,subject,,,,
value_211,Diagnosis,Diabetes,,,,
concept_211_0,Concept,Diabetes mellitus,SNOMEDCT,44054006,http://purl.bioontology.org/ontology/SNOMEDCT/44054006,high blood sugar|sugar diabetes|dm
dataset_212,Dataset,Clinical Trials,,,,
field_212,Field,condition,,,,
dcfield_212,DublinCore,subject,,,,
value_212,Diagnosis,COVID-19,,,,
dataset_213,Dataset,Clinical Trials,,,,
field_213,Field,condition,,,,
dcfield_213,DublinCore,subject,,,,
value_213,Diagnosis,Hypertension,,,,
concept_213_0,Concept,Hypertensive disorder,SNOMEDCT,38341003,http://purl.bioontology.org/ontology/SNOMEDCT/38341003,high blood pressure|htn
dataset_214,Dataset,Clinical Trials,,,,
field_214,Field,condition,,,,
dcfield_214,DublinCore,subject,,,,
value_214,Diagnosis,Asthma,,,,
concept_214_0,Concept,Asthma,SNOMEDCT,195967001,http://purl.bioontology.org/ontology/SNOMEDCT/195967001,bronchial asthma
dataset_215,Dataset,Clinical Trials,,,,
field_215,Field,condition,,,,
dcfield_215,DublinCore,subject,,,,
value_215,Diagnosis,Breast Cancer,,,,
dataset_216,Dataset,Clinical Trials,,,,
field_216,Field,condition,,,,
dcfield_216,DublinCore,subject,,,,
value_216,Diagnosis,Alzheimer's,,,,
dataset_217,Dataset,Clinical Trials,,,,
field_217,Field,condition,,,,
dcfield_217,DublinCore,subject,,,,
value_217,Diagnosis,HIV,,,,
dataset_218,Dataset,Clinical Trials,,,,
field_218,Field,intervention,,,,
dcfield_218,DublinCore,description,,,,
value_218,Value,Placebo,,,,
dataset_219,Dataset,Clinical Trials,,,,
field_219,Field,intervention,,,,
dcfield_219,DublinCore,description,,,,
value_219,Value,Vaccine X,,,,
dataset_220,Dataset,Clinical Trials,,,,
field_220,Field,intervention,,,,
dcfield_220,DublinCore,description,,,,
value_220,Value,Radiation Therapy,,,,
dataset_221,Dataset,Clinical Trials,,,,
field_221,Field,intervention,,,,
dcfield_221,DublinCore,description,,,,
value_221,Value,Drug B,,,,
dataset_222,Dataset,Clinical Trials,,,,
field_222,Field,intervention,,,,
dcfield_222,DublinCore,description,,,,
value_222,Value,Insulin,,,,
dataset_223,Dataset,Clinical Trials,,,,
field_223,Field,intervention,,,,
dcfield_223,DublinCore,description,,,,
value_223,Value,Drug A,,,,
dataset_224,Dataset,Clinical Trials,,,,
field_224,Field,phase,,,,
dcfield_224,DublinCore,type,,,,
value_224,Value,Phase IV,,,,
dataset_225,Dataset,Clinical Trials,,,,
field_225,Field,phase,,,,
dcfield_225,DublinCore,type,,,,
value_225,Value,Phase I,,,,
dataset_226,Dataset,Clinical Trials,,,,
field_226,Field,phase,,,,
dcfield_226,DublinCore,type,,,,
value_226,Value,Phase III,,,,
dataset_227,Dataset,Clinical Trials,,,,
field_227,Field,phase,,,,
dcfield_227,DublinCore,type,,,,
value_227,Value,Phase II,,,,
dataset_228,Dataset,Clinical Trials,,,,
field_228,Field,status,,,,
dcfield_228,DublinCore,relation,,,,
value_228,Value,Terminated,,,,
dataset_229,Dataset,Clinical Trials,,,,
field_229,Field,status,,,,
dcfield_229,DublinCore,relation,,,,
value_229,Value,Recruiting,,,,
dataset_230,Dataset,Clinical Trials,,,,
field_230,Field,status,,,,
dcfield_230,DublinCore,relation,,,,
value_230,Value,"Active, not recruiting",,,,
dataset_231,Dataset,Clinical Trials,,,,
field_231,Field,status,,,,
dcfield_231,DublinCore,relation,,,,
value_231,Value,Completed,,,,
dataset_232,Dataset,Clinical Trials,,,,
field_232,Field,start_date,,,,
dcfield_232,DublinCore,date,,,,
value_232,Value,2020-12-16,,,,
dataset_233,Dataset,Clinical Trials,,,,
field_233,Field,start_date,,,,
dcfield_233,DublinCore,date,,,,
value_233,Value,2020-03-19,,,,
dataset_234,Dataset,Clinical Trials,,,,
field_234,Field,start_date,,,,
dcfield_234,DublinCore,date,,,,
value_234,Value,2020-05-05,,,,
dataset_235,Dataset,Clinical Trials,,,,
field_235,Field,start_date,,,,
dcfield_235,DublinCore,date,,,,
value_235,Value,2023-01-31,,,,
dataset_236,Dataset,Clinical Trials,,,,
field_236,Field,start_date,,,,
dcfield_236,DublinCore,date,,,,
value_236,Value,2024-10-28,,,,
dataset_237,Dataset,Clinical Trials,,,,
field_237,Field,start_date,,,,
dcfield_237,DublinCore,date,,,,
value_237,Value,2019-05-18,,,,
dataset_238,Dataset,Clinical Trials,,,,
field_238,Field,start_date,,,,
dcfield_238,DublinCore,date,,,,
value_238,Value,2021-11-04,,,,
dataset_239,Dataset,Clinical Trials,,,,
field_239,Field,start_date,,,,
dcfield_239,DublinCore,date,,,,
value_239,Value,2014-04-23,,,,
dataset_240,Dataset,Clinical Trials,,,,
field_240,Field,start_date,,,,
dcfield_240,DublinCore,date,,,,
value_240,Value,2013-07-16,,,,
dataset_241,Dataset,Clinical Trials,,,,
field_241,Field,start_date,,,,
dcfield_241,DublinCore,date,,,,
value_241,Value,2017-10-10,,,,
dataset_242,Dataset,Clinical Trials,,,,
field_242,Field,start_date,,,,
dcfield_242,DublinCore,date,,,,
value_242,Value,2013-08-16,,,,
dataset_243,Dataset,Clinical Trials,,,,
field_243,Field,start_date,,,,
dcfield_243,DublinCore,date,,,,
value_243,Value,2014-01-20,,,,
dataset_244,Dataset,Clinical Trials,,,,
field_244,Field,start_date,,,,
dcfield_244,DublinCore,date,,,,
value_244,Value,2021-06-10,,,,
dataset_245,Dataset,Clinical Trials,,,,
field_245,Field,start_date,,,,
dcfield_245,DublinCore,date,,,,
value_245,Value,2011-12-21,,,,
dataset_246,Dataset,Clinical Trials,,,,
field_246,Field,start_date,,,,
dcfield_246,DublinCore,date,,,,
value_246,Value,2012-07-20,,,,
dataset_247,Dataset,Clinical Trials,,,,
field_247,Field,start_date,,,,
dcfield_247,DublinCore,date,,,,
value_247,Value,2016-03-27,,,,
dataset_248,Dataset,Clinical Trials,,,,
field_248,Field,start_date,,,,
dcfield_248,DublinCore,date,,,,
value_248,Value,2023-05-11,,,,
dataset_249,Dataset,Clinical Trials,,,,
field_249,Field,start_date,,,,
dcfield_249,DublinCore,date,,,,
value_249,Value,2021-08-05,,,,
dataset_250,Dataset,Clinical Trials,,,,
field_250,Field,start_date,,,,
dcfield_250,DublinCore,date,,,,
value_250,Value,2022-11-12,,,,
dataset_251,Dataset,Clinical Trials,,,,
field_251,Field,start_date,,,,
dcfield_251,DublinCore,date,,,,
value_251,Value,2024-02-24,,,,
dataset_252,Dataset,Clinical Trials,,,,
field_252,Field,start_date,,,,
dcfield_252,DublinCore,date,,,,
value_252,Value,2013-12-28,,,,
dataset_253,Dataset,Clinical Trials,,,,
field_253,Field,start_date,,,,
dcfield_253,DublinCore,date,,,,
value_253,Value,2010-03-26,,,,
dataset_254,Dataset,Clinical Trials,,,,
field_254,Field,start_date,,,,
dcfield_254,DublinCore,date,,,,
value_254,Value,2012-01-19,,,,
dataset_255,Dataset,Clinical Trials,,,,
field_255,Field,start_date,,,,
dcfield_255,DublinCore,date,,,,
value_255,Value,2018-02-08,,,,
dataset_256,Dataset,Clinical Trials,,,,
field_256,Field,start_date,,,,
dcfield_256,DublinCore,date,,,,
value_256,Value,2019-04-26,,,,
dataset_257,Dataset,Clinical Trials,,,,
field_257,Field,start_date,,,,
dcfield_257,DublinCore,date,,,,
value_257,Value,2022-06-19,,,,
dataset_258,Dataset,Clinical Trials,,,,
field_258,Field,start_date,,,,
dcfield_258,DublinCore,date,,,,
value_258,Value,2015-03-04,,,,
dataset_259,Dataset,Clinical Trials,,,,
field_259,Field,start_date,,,,
dcfield_259,DublinCore,date,,,,
value_259,Value,2021-11-03,,,,
dataset_260,Dataset,Clinical Trials,,,,
field_260,Field,start_date,,,,
dcfield_260,DublinCore,date,,,,
value_260,Value,2024-10-30,,,,
dataset_261,Dataset,Clinical Trials,,,,
field_261,Field,start_date,,,,
dcfield_261,DublinCore,date,,,,
value_261,Value,2016-08-28,,,,
dataset_262,Dataset,Clinical Trials,,,,
field_262,Field,start_date,,,,
dcfield_262,DublinCore,date,,,,
value_262,Value,2014-10-24,,,,
dataset_263,Dataset,Clinical Trials,,,,
field_263,Field,start_date,,,,
dcfield_263,DublinCore,date,,,,
value_263,Value,2011-04-02,,,,
dataset_264,Dataset,Clinical Trials,,,,
field_264,Field,start_date,,,,
dcfield_264,DublinCore,date,,,,
value_264,Value,2010-03-30,,,,
dataset_265,Dataset,Clinical Trials,,,,
field_265,Field,start_date,,,,
dcfield_265,DublinCore,date,,,,
value_265,Value,2013-12-13,,,,
dataset_266,Dataset,Clinical Trials,,,,
field_266,Field,start_date,,,,
dcfield_266,DublinCore,date,,,,
value_266,Value,2013-11-03,,,,
dataset_267,Dataset,Clinical Trials,,,,
field_267,Field,start_date,,,,
dcfield_267,DublinCore,date,,,,
value_267,Value,2010-09-13,,,,
dataset_268,Dataset,Clinical Trials,,,,
field_268,Field,start_date,,,,
dcfield_268,DublinCore,date,,,,
value_268,Value,2012-08-10,,,,
dataset_269,Dataset,Clinical Trials,,,,
field_269,Field,start_date,,,,
dcfield_269,DublinCore,date,,,,
value_269,Value,2012-11-15,,,,
dataset_270,Dataset,Clinical Trials,,,,
field_270,Field,start_date,,,,
dcfield_270,DublinCore,date,,,,
value_270,Value,2011-07-17,,,,
dataset_271,Dataset,Clinical Trials,,,,
field_271,Field,start_date,,,,
dcfield_271,DublinCore,date,,,,
value_271,Value,2015-09-23,,,,
dataset_272,Dataset,Clinical Trials,,,,
field_272,Field,start_date,,,,
dcfield_272,DublinCore,date,,,,
value_272,Value,2016-07-15,,,,
dataset_273,Dataset,Clinical Trials,,,,
field_273,Field,start_date,,,,
dcfield_273,DublinCore,date,,,,
value_273,Value,2017-01-18,,,,
dataset_274,Dataset,Clinical Trials,,,,
field_274,Field,start_date,,,,
dcfield_274,DublinCore,date,,,,
value_274,Value,2012-04-21,,,,
dataset_275,Dataset,Clinical Trials,,,,
field_275,Field,start_date,,,,
dcfield_275,DublinCore,date,,,,
value_275,Value,2017-06-23,,,,
dataset_276,Dataset,Clinical Trials,,,,
field_276,Field,start_date,,,,
dcfield_276,DublinCore,date,,,,
value_276,Value,2023-03-28,,,,
dataset_277,Dataset,Clinical Trials,,,,
field_277,Field,start_date,,,,
dcfield_277,DublinCore,date,,,,
value_277,Value,2018-11-07,,,,
dataset_278,Dataset,Clinical Trials,,,,
field_278,Field,start_date,,,,
dcfield_278,DublinCore,date,,,,
value_278,Value,2018-09-02,,,,
dataset_279,Dataset,Clinical Trials,,,,
field_279,Field,start_date,,,,
dcfield_279,DublinCore,date,,,,
value_279,Value,2018-04-13,,,,
dataset_280,Dataset,Clinical Trials,,,,
field_280,Field,start_date,,,,
dcfield_280,DublinCore,date,,,,
value_280,Value,2019-11-12,,,,
dataset_281,Dataset,Clinical Trials,,,,
field_281,Field,start_date,,,,
dcfield_281,DublinCore,date,,,,
value_281,Value,2021-07-27,,,,
dataset_282,Dataset,Clinical Trials,,,,
field_282,Field,end_date,,,,
dcfield_282,DublinCore,date,,,,
value_282,Value,2027-07-13,,,,
dataset_283,Dataset,Clinical Trials,,,,
field_283,Field,end_date,,,,
dcfield_283,DublinCore,date,,,,
value_283,Value,2030-03-30,,,,
dataset_284,Dataset,Clinical Trials,,,,
field_284,Field,end_date,,,,
dcfield_284,DublinCore,date,,,,
value_284,Value,2025-08-12,,,,
dataset_285,Dataset,Clinical Trials,,,,
field_285,Field,end_date,,,,
dcfield_285,DublinCore,date,,,,
value_285,Value,2030-09-19,,,,
dataset_286,Dataset,Clinical Trials,,,,
field_286,Field,end_date,,,,
dcfield_286,DublinCore,date,,,,
value_286,Value,2029-04-14,,,,
dataset_287,Dataset,Clinical Trials,,,,
field_287,Field,end_date,,,,
dcfield_287,DublinCore,date,,,,
value_287,Value,2030-07-07,,,,
dataset_288,Dataset,Clinical Trials,,,,
field_288,Field,end_date,,,,
dcfield_288,DublinCore,date,,,,
value_288,Value,2027-07-22,,,,
dataset_289,Dataset,Clinical Trials,,,,
field_289,Field,end_date,,,,
dcfield_289,DublinCore,date,,,,
value_289,Value,2030-01-08,,,,
dataset_290,Dataset,Clinical Trials,,,,
field_290,Field,end_date,,,,
dcfield_290,DublinCore,date,,,,
value_290,Value,2026-02-25,,,,
dataset_291,Dataset,Clinical Trials,,,,
field_291,Field,end_date,,,,
dcfield_291,DublinCore,date,,,,
value_291,Value,2025-01-29,,,,
dataset_292,Dataset,Clinical Trials,,,,
field_292,Field,end_date,,,,
dcfield_292,DublinCore,date,,,,
value_292,Value,2025-11-29,,,,
dataset_293,Dataset,Clinical Trials,,,,
field_293,Field,end_date,,,,
dcfield_293,DublinCore,date,,,,
value_293,Value,2027-03-06,,,,
dataset_294,Dataset,Clinical Trials,,,,
field_294,Field,end_date,,,,
dcfield_294,DublinCore,date,,,,
value_294,Value,2025-05-26,,,,
dataset_295,Dataset,Clinical Trials,,,,
field_295,Field,end_date,,,,
dcfield_295,DublinCore,date,,,,
value_295,Value,2030-06-18,,,,
dataset_296,Dataset,Clinical Trials,,,,
field_296,Field,end_date,,,,
dcfield_296,DublinCore,date,,,,
value_296,Value,2026-07-29,,,,
dataset_297,Dataset,Clinical Trials,,,,
field_297,Field,end_date,,,,
dcfield_297,DublinCore,date,,,,
value_297,Value,2030-09-27,,,,
dataset_298,Dataset,Clinical Trials,,,,
field_298,Field,end_date,,,,
dcfield_298,DublinCore,date,,,,
value_298,Value,2027-05-06,,,,
dataset_299,Dataset,Clinical Trials,,,,
field_299,Field,end_date,,,,
dcfield_299,DublinCore,date,,,,
value_299,Value,2029-10-06,,,,
dataset_300,Dataset,Clinical Trials,,,,
field_300,Field,end_date,,,,
dcfield_300,DublinCore,date,,,,
value_300,Value,2028-06-24,,,,
dataset_301,Dataset,Clinical Trials,,,,
field_301,Field,end_date,,,,
dcfield_301,DublinCore,date,,,,
value_301,Value,2027-04-11,,,,
dataset_302,Dataset,Clinical Trials,,,,
field_302,Field,end_date,,,,
dcfield_302,DublinCore,date,,,,
value_302,Value,2027-12-02,,,,
dataset_303,Dataset,Clinical Trials,,,,
field_303,Field,end_date,,,,
dcfield_303,DublinCore,date,,,,
value_303,Value,2028-06-11,,,,
dataset_304,Dataset,Clinical Trials,,,,
field_304,Field,end_date,,,,
dcfield_304,DublinCore,date,,,,
value_304,Value,2029-12-18,,,,
dataset_305,Dataset,Clinical Trials,,,,
field_305,Field,end_date,,,,
dcfield_305,DublinCore,date,,,,
value_305,Value,2028-06-05,,,,
dataset_306,Dataset,Clinical Trials,,,,
field_306,Field,end_date,,,,
dcfield_306,DublinCore,date,,,,
value_306,Value,2029-01-25,,,,
dataset_307,Dataset,Clinical Trials,,,,
field_307,Field,end_date,,,,
dcfield_307,DublinCore,date,,,,
value_307,Value,2026-06-14,,,,
dataset_308,Dataset,Clinical Trials,,,,
field_308,Field,end_date,,,,
dcfield_308,DublinCore,date,,,,
value_308,Value,2028-02-26,,,,
dataset_309,Dataset,Clinical Trials,,,,
field_309,Field,end_date,,,,
dcfield_309,DublinCore,date,,,,
value_309,Value,2028-02-10,,,,
dataset_310,Dataset,Clinical Trials,,,,
field_310,Field,end_date,,,,
dcfield_310,DublinCore,date,,,,
value_310,Value,2028-05-10,,,,
dataset_311,Dataset,Clinical Trials,,,,
field_311,Field,end_date,,,,
dcfield_311,DublinCore,date,,,,
value_311,Value,2027-05-19,,,,
dataset_312,Dataset,Clinical Trials,,,,
field_312,Field,end_date,,,,
dcfield_312,DublinCore,date,,,,
value_312,Value,2028-11-12,,,,
dataset_313,Dataset,Clinical Trials,,,,
field_313,Field,end_date,,,,
dcfield_313,DublinCore,date,,,,
value_313,Value,2025-04-29,,,,
dataset_314,Dataset,Clinical Trials,,,,
field_314,Field,end_date,,,,
dcfield_314,DublinCore,date,,,,
value_314,Value,2029-01-06,,,,
dataset_315,Dataset,Clinical Trials,,,,
field_315,Field,end_date,,,,
dcfield_315,DublinCore,date,,,,
value_315,Value,2029-04-26,,,,
dataset_316,Dataset,Clinical Trials,,,,
field_316,Field,end_date,,,,
dcfield_316,DublinCore,date,,,,
value_316,Value,2029-08-29,,,,
dataset_317,Dataset,Clinical Trials,,,,
field_317,Field,end_date,,,,
dcfield_317,DublinCore,date,,,,
value_317,Value,2026-12-05,,,,
dataset_318,Dataset,Clinical Trials,,,,
field_318,Field,end_date,,,,
dcfield_318,DublinCore,date,,,,
value_318,Value,2025-03-19,,,,
dataset_319,Dataset,Clinical Trials,,,,
field_319,Field,end_date,,,,
dcfield_319,DublinCore,date,,,,
value_319,Value,2027-08-26,,,,
dataset_320,Dataset,Clinical Trials,,,,
field_320,Field,end_date,,,,
dcfield_320,DublinCore,date,,,,
value_320,Value,2026-11-08,,,,
dataset_321,Dataset,Clinical Trials,,,,
field_321,Field,end_date,,,,
dcfield_321,DublinCore,date,,,,
value_321,Value,2027-07-28,,,,
dataset_322,Dataset,Clinical Trials,,,,
field_322,Field,end_date,,,,
dcfield_322,DublinCore,date,,,,
value_322,Value,2030-06-07,,,,
dataset_323,Dataset,Clinical Trials,,,,
field_323,Field,end_date,,,,
dcfield_323,DublinCore,date,,,,
value_323,Value,2026-09-17,,,,
dataset_324,Dataset,Clinical Trials,,,,
field_324,Field,end_date,,,,
dcfield_324,DublinCore,date,,,,
value_324,Value,2030-04-28,,,,
dataset_325,Dataset,Clinical Trials,,,,
field_325,Field,end_date,,,,
dcfield_325,DublinCore,date,,,,
value_325,Value,2026-09-05,,,,
dataset_326,Dataset,Clinical Trials,,,,
field_326,Field,end_date,,,,
dcfield_326,DublinCore,date,,,,
value_326,Value,2030-09-10,,,,
dataset_327,Dataset,Clinical Trials,,,,
field_327,Field,end_date,,,,
dcfield_327,DublinCore,date,,,,
value_327,Value,2029-04-06,,,,
dataset_328,Dataset,Clinical Trials,,,,
field_328,Field,end_date,,,,
dcfield_328,DublinCore,date,,,,
value_328,Value,2025-08-06,,,,
dataset_329,Dataset,Clinical Trials,,,,
field_329,Field,end_date,,,,
dcfield_329,DublinCore,date,,,,
value_329,Value,2025-08-07,,,,
dataset_330,Dataset,Clinical Trials,,,,
field_330,Field,end_date,,,,
dcfield_330,DublinCore,date,,,,
value_330,Value,2029-12-20,,,,
dataset_331,Dataset,Clinical Trials,,,,
field_331,Field,end_date,,,,
dcfield_331,DublinCore,date,,,,
value_331,Value,2025-12-08,,,,
dataset_332,Dataset,Clinical Trials,,,,
field_332,Field,location,,,,
dcfield_332,DublinCore,coverage,,,,
value_332,Value,UK,,,,
dataset_333,Dataset,Clinical Trials,,,,
field_333,Field,location,,,,
dcfield_333,DublinCore,coverage,,,,
value_333,Value,Japan,,,,
dataset_334,Dataset,Clinical Trials,,,,
field_334,Field,location,,,,
dcfield_334,DublinCore,coverage,,,,
value_334,Value,USA,,,,
dataset_335,Dataset,Clinical Trials,,,,
field_335,Field,location,,,,
dcfield_335,DublinCore,coverage,,,,
value_335,Value,Germany,,,,
dataset_336,Dataset,Clinical Trials,,,,
field_336,Field,location,,,,
dcfield_336,DublinCore,coverage,,,,
value_336,Value,Brazil,,,,
dataset_337,Dataset,Clinical Trials,,,,
field_337,Field,location,,,,
dcfield_337,DublinCore,coverage,,,,
value_337,Value,Canada,,,,
dataset_338,Dataset,Clinical Trials,,,,
field_338,Field,location,,,,
dcfield_338,DublinCore,coverage,,,,
value_338,Value,India,,,,
dataset_339,Dataset,Clinical Trials,,,,
field_339,Field,sponsor,,,,
dcfield_339,DublinCore,contributor,,,,
value_339,Value,Novartis,,,,
dataset_340,Dataset,Clinical Trials,,,,
field_340,Field,sponsor,,,,
dcfield_340,DublinCore,contributor,,,,
value_340,Value,AstraZeneca,,,,
dataset_341,Dataset,Clinical Trials,,,,
field_341,Field,sponsor,,,,
dcfield_341,DublinCore,contributor,,,,
value_341,Value,Roche,,,,
dataset_342,Dataset,Clinical Trials,,,,
field_342,Field,sponsor,,,,
dcfield_342,DublinCore,contributor,,,,
value_342,Value,Pfizer,,,,
dataset_343,Dataset,Clinical Trials,,,,
field_343,Field,sponsor,,,,
dcfield_343,DublinCore,contributor,,,,
value_343,Value,NIH,,,,
dataset_344,Dataset,Clinical Trials,,,,
field_344,Field,sponsor,,,,
dcfield_344,DublinCore,contributor,,,,
value_344,Value,WHO,,,,
dataset_345,Dataset,Drug Safety,,,,
field_345,Field,report_id,,,,
dcfield_345,DublinCore,identifier,,,,
value_345,Value,RPT000001,,,,
dataset_346,Dataset,Drug Safety,,,,
field_346,Field,report_id,,,,
dcfield_346,DublinCore,identifier,,,,
value_346,Value,RPT000002,,,,
dataset_347,Dataset,Drug Safety,,,,
field_347,Field,report_id,,,,
dcfield_347,DublinCore,identifier,,,,
value_347,Value,RPT000003,,,,
dataset_348,Dataset,Drug Safety,,,,
field_348,Field,report_id,,,,
dcfield_348,DublinCore,identifier,,,,
value_348,Value,RPT000004,,,,
dataset_349,Dataset,Drug Safety,,,,
field_349,Field,report_id,,,,
dcfield_349,DublinCore,identifier,,,,
value_349,Value,RPT000005,,,,
dataset_350,Dataset,Drug Safety,,,,
field_350,Field,report_id,,,,
dcfield_350,DublinCore,identifier,,,,
value_350,Value,RPT000006,,,,
dataset_351,Dataset,Drug Safety,,,,
field_351,Field,report_id,,,,
dcfield_351,DublinCore,identifier,,,,
value_351,Value,RPT000007,,,,
dataset_352,Dataset,Drug Safety,,,,
field_352,Field,report_id,,,,
dcfield_352,DublinCore,identifier,,,,
value_352,Value,RPT000008,,,,
dataset_353,Dataset,Drug Safety,,,,
field_353,Field,report_id,,,,
dcfield_353,DublinCore,identifier,,,,
value_353,Value,RPT000009,,,,
dataset_354,Dataset,Drug Safety,,,,
field_354,Field,report_id,,,,
dcfield_354,DublinCore,identifier,,,,
value_354,Value,RPT000010,,,,
dataset_355,Dataset,Drug Safety,,,,
field_355,Field,report_id,,,,
dcfield_355,DublinCore,identifier,,,,
value_355,Value,RPT000011,,,,
dataset_356,Dataset,Drug Safety,,,,
field_356,Field,report_id,,,,
dcfield_356,DublinCore,identifier,,,,
value_356,Value,RPT000012,,,,
dataset_357,Dataset,Drug Safety,,,,
field_357,Field,report_id,,,,
dcfield_357,DublinCore,identifier,,,,
value_357,Value,RPT000013,,,,
dataset_358,Dataset,Drug Safety,,,,
field_358,Field,report_id,,,,
dcfield_358,DublinCore,identifier,,,,
value_358,Value,RPT000014,,,,
dataset_359,Dataset,Drug Safety,,,,
field_359,Field,report_id,,,,
dcfield_359,DublinCore,identifier,,,,
value_359,Value,RPT000015,,,,
dataset_360,Dataset,Drug Safety,,,,
field_360,Field,report_id,,,,
dcfield_360,DublinCore,identifier,,,,
value_360,Value,RPT000016,,,,
dataset_361,Dataset,Drug Safety,,,,
field_361,Field,report_id,,,,
dcfield_361,DublinCore,identifier,,,,
value_361,Value,RPT000017,,,,
dataset_362,Dataset,Drug Safety,,,,
field_362,Field,report_id,,,,
dcfield_362,DublinCore,identifier,,,,
value_362,Value,RPT000018,,,,
dataset_363,Dataset,Drug Safety,,,,
field_363,Field,report_id,,,,
dcfield_363,DublinCore,identifier,,,,
value_363,Value,RPT000019,,,,
dataset_364,Dataset,Drug Safety,,,,
field_364,Field,report_id,,,,
dcfield_364,DublinCore,identifier,,,,
value_364,Value,RPT000020,,,,
dataset_365,Dataset,Drug Safety,,,,
field_365,Field,report_id,,,,
